customer_id,age,gender,city,income,customer_segment,purchase_date,product_category,product_price,quantity,total_spent,payment_method,purchase_channel,loyalty_member
1129,34,Female,Mumbai,67021,Low,2025-08-22,Fashion,4343,3,13029,UPI,Online,No
1130,51,Male,Delhi,81554,Medium,2025-05-14,Fashion,23918,5,119590,Cash,Offline,Yes
1131,30,Female,Chennai,65474,High,2025-06-18,Grocery,17069,4,68276,Card,Offline,Yes
1132,53,Female,Chennai,75871,Medium,2025-11-19,Electronics,18200,5,91000,UPI,Online,Yes
1133,20,Female,Kolkata,85811,Medium,2026-04-18,Electronics,35699,2,71398,UPI,Online,Yes
1134,45,Female,Bangalore,42883,Low,2025-12-07,Electronics,18433,4,73732,UPI,Offline,Yes
1135,44,Male,Bangalore,77631,Low,2025-10-22,Beauty,30958,1,30958,UPI,Online,No
1136,50,Female,Bangalore,78690,Medium,2025-06-10,Fashion,7594,2,15188,Card,Offline,Yes
1137,21,Male,Hyderabad,46168,High,2025-05-12,Home,13409,1,13409,UPI,Online,No
1138,41,Male,Delhi,59205,High,2025-07-06,Electronics,49786,5,248930,Cash,Online,No
1139,39,Male,Hyderabad,61360,High,2026-04-05,Beauty,2520,5,12600,UPI,Offline,Yes
1140,29,Female,Bangalore,31774,High,2025-06-09,Electronics,23768,2,47536,Cash,Offline,No
1141,45,Male,Bangalore,94170,Low,2025-06-10,Electronics,49624,2,99248,UPI,Offline,No
1142,41,Male,Bangalore,64008,Medium,2025-07-01,Fashion,47229,3,141687,UPI,Offline,Yes
1143,53,Female,Hyderabad,77588,Medium,2025-11-22,Electronics,8514,3,25542,UPI,Offline,No
1144,60,Male,Kolkata,64443,Medium,2026-04-14,Home,15075,5,75375,Card,Offline,No
1145,57,Female,Delhi,55030,High,2026-03-11,Grocery,47565,3,142695,UPI,Online,Yes
1146,39,Male,Kolkata,35175,Medium,2025-06-12,Fashion,42481,1,42481,Cash,Online,Yes
1147,53,Female,Hyderabad,52094,High,2026-02-25,Grocery,22273,3,66819,Cash,Offline,No
1148,27,Female,Bangalore,62601,Medium,2025-04-29,Fashion,5193,3,15579,Card,Online,No
1149,29,Male,Delhi,58982,Low,2025-11-19,Electronics,46220,5,231100,Cash,Offline,Yes
1150,26,Female,Bangalore,43885,High,2026-02-05,Beauty,28932,4,115728,Card,Offline,Yes
1151,44,Female,Chennai,75522,Low,2026-02-08,Fashion,29761,3,89283,Card,Offline,No
1152,42,Female,Chennai,95034,Low,2025-05-09,Beauty,2355,4,9420,Cash,Offline,No
1153,33,Female,Kolkata,60603,Low,2025-06-18,Beauty,14176,1,14176,UPI,Offline,No
1154,55,Male,Chennai,68678,Low,2025-08-11,Electronics,27502,2,55004,Cash,Offline,No
1155,54,Male,Bangalore,76252,Medium,2025-06-07,Grocery,8682,5,43410,UPI,Offline,No
1156,36,Male,Bangalore,79416,Medium,2025-10-27,Grocery,9565,4,38260,Cash,Online,No
1157,49,Male,Mumbai,46710,High,2025-08-10,Fashion,24030,4,96120,Card,Online,Yes
1158,40,Female,Bangalore,62256,Medium,2025-05-20,Beauty,23047,3,69141,UPI,Offline,No
1159,38,Female,Hyderabad,77300,Medium,2025-06-03,Electronics,49825,1,49825,UPI,Online,No
1160,45,Male,Kolkata,70561,Low,2025-11-05,Grocery,47064,1,47064,UPI,Offline,Yes
1161,49,Female,Delhi,67234,High,2025-08-10,Home,41040,3,123120,Cash,Offline,Yes
1162,50,Male,Hyderabad,41910,Low,2025-10-02,Beauty,24614,5,123070,Cash,Offline,Yes
1163,51,Female,Hyderabad,96355,Low,2025-07-29,Grocery,6629,1,6629,Cash,Online,No
1164,31,Male,Mumbai,32092,Low,2025-05-30,Electronics,201,2,402,Cash,Offline,Yes
1165,37,Female,Delhi,47711,Medium,2025-09-16,Home,1002,3,3006,UPI,Offline,No
1166,24,Male,Delhi,55334,Medium,2025-11-17,Home,28501,4,114004,UPI,Online,Yes
1167,58,Female,Mumbai,76876,High,2026-03-15,Electronics,45634,5,228170,UPI,Offline,Yes
1168,37,Male,Delhi,34227,Low,2025-07-14,Home,5398,3,16194,Cash,Online,Yes
1169,58,Female,Chennai,39662,Medium,2025-09-20,Electronics,12495,1,12495,UPI,Online,No
1170,46,Female,Kolkata,87239,Medium,2025-09-15,Beauty,37228,3,111684,UPI,Offline,Yes
1171,24,Female,Mumbai,26719,Medium,2026-01-27,Electronics,6822,5,34110,UPI,Online,No
1172,34,Female,Hyderabad,44163,Medium,2025-12-01,Electronics,13483,5,67415,UPI,Offline,Yes
1173,36,Female,Bangalore,90024,Medium,2026-02-27,Fashion,31044,4,124176,Card,Offline,Yes
1174,49,Male,Bangalore,59838,Low,2025-07-26,Beauty,16198,1,16198,Cash,Online,No
1175,22,Male,Hyderabad,46643,High,2025-09-12,Electronics,14619,3,43857,UPI,Offline,No
1176,41,Female,Hyderabad,36347,High,2025-06-17,Beauty,2103,1,2103,UPI,Offline,No
1177,52,Female,Bangalore,58020,High,2025-09-25,Home,47746,4,190984,Cash,Online,No
1178,24,Male,Kolkata,76017,Low,2025-09-04,Electronics,30240,4,120960,UPI,Offline,No
1179,46,Male,Kolkata,70657,High,2025-05-29,Grocery,44840,3,134520,UPI,Offline,No
1180,39,Female,Chennai,85972,High,2025-08-19,Beauty,13278,4,53112,Card,Offline,Yes
1181,18,Female,Delhi,75717,Medium,2026-03-06,Electronics,31248,1,31248,Cash,Offline,No
1182,58,Female,Mumbai,47420,Low,2025-10-11,Beauty,46614,1,46614,Cash,Offline,No
1183,28,Male,Chennai,67463,Medium,2025-12-31,Grocery,35487,1,35487,Card,Online,Yes
1184,36,Male,Chennai,91630,Medium,2025-08-27,Beauty,11130,3,33390,Cash,Offline,Yes
1185,48,Female,Kolkata,20092,Medium,2025-12-27,Grocery,39937,5,199685,Cash,Online,Yes
1186,40,Male,Bangalore,22586,Medium,2025-10-20,Electronics,38383,3,115149,UPI,Offline,No
1187,54,Female,Delhi,79294,Low,2025-09-21,Grocery,33717,4,134868,UPI,Online,Yes
1188,27,Male,Chennai,53653,High,2025-10-22,Fashion,21978,4,87912,UPI,Offline,Yes
1189,49,Male,Mumbai,36700,Medium,2026-01-20,Electronics,15702,1,15702,Card,Offline,No
1190,18,Male,Kolkata,21284,Low,2025-09-20,Electronics,21907,1,21907,Cash,Online,No
1191,58,Female,Hyderabad,75577,Low,2025-11-02,Home,28319,2,56638,Card,Online,Yes
1192,42,Male,Chennai,74696,Low,2025-05-27,Home,19726,3,59178,UPI,Online,Yes
1193,21,Female,Mumbai,53715,Medium,2025-12-07,Electronics,19541,1,19541,UPI,Offline,Yes
1194,49,Female,Chennai,26061,High,2026-03-27,Home,25200,4,100800,Cash,Offline,Yes
1195,44,Female,Mumbai,53834,Medium,2026-01-29,Beauty,3349,3,10047,Card,Offline,Yes
1196,49,Female,Bangalore,74540,Medium,2025-12-14,Electronics,15942,4,63768,UPI,Offline,Yes
1197,57,Male,Hyderabad,58849,High,2026-03-06,Home,10976,3,32928,UPI,Online,Yes
1198,24,Female,Hyderabad,92606,Low,2025-07-10,Electronics,38996,1,38996,Cash,Online,No
1199,45,Female,Delhi,43348,High,2025-09-29,Electronics,4084,5,20420,Cash,Offline,No
1200,22,Male,Delhi,44302,Medium,2026-04-11,Home,44139,3,132417,UPI,Offline,Yes
1201,20,Male,Hyderabad,50073,High,2026-01-25,Home,20047,5,100235,Cash,Offline,No
1202,43,Male,Mumbai,57316,Low,2025-05-26,Electronics,38781,5,193905,UPI,Offline,Yes
1203,33,Male,Mumbai,43793,High,2025-08-12,Grocery,40305,5,201525,UPI,Offline,Yes
1204,48,Male,Kolkata,77728,High,2025-12-30,Fashion,10613,3,31839,UPI,Online,No
1205,34,Male,Mumbai,65979,Medium,2025-10-12,Beauty,35678,2,71356,Cash,Offline,No
1206,24,Male,Chennai,59975,High,2025-05-15,Electronics,46021,1,46021,UPI,Online,Yes
1207,29,Female,Chennai,62312,Low,2025-09-13,Electronics,39258,1,39258,UPI,Offline,Yes
1208,43,Female,Chennai,30872,Low,2025-10-07,Electronics,41975,1,41975,Cash,Online,No
1209,52,Male,Chennai,61904,Low,2026-03-14,Fashion,25279,5,126395,Cash,Offline,No
1210,22,Male,Hyderabad,95492,High,2025-12-03,Beauty,2059,3,6177,Card,Offline,No
1211,25,Male,Kolkata,28433,High,2025-12-24,Beauty,34558,2,69116,UPI,Online,Yes
1212,35,Male,Hyderabad,98760,High,2025-09-25,Beauty,28609,5,143045,UPI,Online,Yes
1213,34,Male,Mumbai,80980,Medium,2025-06-29,Electronics,3548,4,14192,UPI,Online,Yes
1214,23,Male,Chennai,53256,Low,2026-02-01,Electronics,28397,3,85191,UPI,Offline,No
1215,23,Female,Chennai,83604,High,2025-10-08,Home,49467,5,247335,UPI,Online,Yes
1216,52,Male,Delhi,84383,Medium,2025-06-07,Fashion,48272,2,96544,Cash,Online,Yes
1217,46,Male,Mumbai,20910,Low,2025-07-24,Grocery,16316,4,65264,UPI,Online,Yes
1218,59,Male,Chennai,27927,High,2025-11-13,Grocery,4108,1,4108,UPI,Online,No
1219,34,Male,Hyderabad,88511,Medium,2025-06-05,Beauty,7701,5,38505,Card,Online,Yes
1220,48,Female,Hyderabad,23353,Low,2025-05-31,Electronics,38920,1,38920,UPI,Online,No
1221,57,Male,Hyderabad,20242,Low,2026-02-09,Beauty,37514,2,75028,Card,Online,Yes
1222,29,Male,Mumbai,72609,Low,2026-01-29,Beauty,40723,5,203615,UPI,Offline,No
1223,33,Female,Hyderabad,42844,Low,2025-09-10,Beauty,23323,5,116615,Cash,Online,Yes
1224,21,Female,Bangalore,59523,Medium,2025-12-02,Fashion,37767,5,188835,Card,Offline,No
1225,28,Female,Hyderabad,77269,Medium,2025-08-18,Fashion,39731,5,198655,Card,Offline,No
1226,56,Female,Chennai,61022,Medium,2025-11-21,Fashion,17419,4,69676,Cash,Online,No
1227,36,Female,Bangalore,99206,High,2025-12-10,Beauty,31012,2,62024,Cash,Online,Yes
1228,25,Female,Kolkata,32855,High,2025-11-14,Home,48699,1,48699,Cash,Online,No
1229,58,Female,Hyderabad,31741,Low,2025-06-03,Fashion,34912,4,139648,Cash,Offline,Yes
1230,53,Male,Delhi,83383,Medium,2025-12-08,Fashion,25466,3,76398,UPI,Online,No
1231,44,Female,Delhi,59973,Medium,2025-10-03,Fashion,1967,5,9835,Cash,Offline,No
1232,25,Female,Delhi,85429,Medium,2025-05-08,Beauty,3213,4,12852,Cash,Offline,No
1233,31,Male,Delhi,80540,Medium,2025-10-27,Grocery,5071,4,20284,Cash,Offline,Yes
1234,48,Female,Chennai,73505,Medium,2025-10-09,Electronics,21554,5,107770,Card,Online,Yes
1235,46,Female,Delhi,62668,High,2025-12-27,Fashion,26063,2,52126,UPI,Offline,No
1236,51,Male,Hyderabad,78091,Low,2025-07-26,Fashion,46186,5,230930,Card,Online,No
1237,55,Male,Delhi,38425,High,2025-07-20,Electronics,26629,1,26629,UPI,Offline,No
1238,46,Male,Delhi,37669,Low,2026-02-21,Grocery,48167,3,144501,Cash,Online,No
1239,26,Male,Mumbai,97713,High,2025-11-25,Fashion,49411,1,49411,UPI,Offline,Yes
1240,38,Female,Hyderabad,41790,High,2025-07-16,Home,41380,2,82760,UPI,Offline,Yes
1241,45,Female,Mumbai,55024,Medium,2025-12-04,Fashion,43815,5,219075,Cash,Online,No
1242,36,Male,Bangalore,51735,High,2025-07-16,Beauty,33013,5,165065,Cash,Offline,Yes
1243,20,Female,Kolkata,51050,High,2025-09-22,Electronics,4038,1,4038,Card,Offline,No
1244,50,Female,Bangalore,93096,Low,2025-10-12,Fashion,22471,5,112355,UPI,Offline,Yes
1245,51,Female,Hyderabad,72946,High,2025-12-01,Electronics,11278,1,11278,Cash,Offline,No
1246,56,Male,Kolkata,57126,Low,2026-03-16,Beauty,21914,2,43828,Cash,Offline,No
1247,38,Female,Chennai,46975,High,2025-09-03,Electronics,27606,4,110424,Card,Offline,Yes
1248,53,Male,Kolkata,61943,High,2026-04-16,Beauty,38423,4,153692,Cash,Offline,No
1249,41,Female,Bangalore,78041,Medium,2026-04-20,Home,40234,4,160936,Cash,Offline,Yes
1250,51,Male,Kolkata,77194,High,2025-07-05,Fashion,40461,1,40461,Card,Offline,No
1251,36,Female,Kolkata,39324,Medium,2025-06-27,Electronics,46620,4,186480,UPI,Offline,No
1252,26,Male,Delhi,49303,Medium,2025-08-29,Beauty,40482,4,161928,Card,Online,Yes
1253,37,Female,Mumbai,32373,High,2025-10-18,Electronics,16070,3,48210,Card,Online,Yes
1254,40,Male,Kolkata,58200,Low,2025-07-09,Home,41394,2,82788,Card,Online,No
1255,59,Female,Mumbai,36110,High,2026-01-12,Fashion,17832,5,89160,Card,Online,Yes
1256,40,Male,Chennai,28303,Medium,2026-02-09,Electronics,1375,2,2750,UPI,Offline,No
1257,34,Male,Bangalore,89817,Medium,2025-09-30,Grocery,19765,2,39530,Cash,Offline,No
1258,31,Male,Delhi,40363,High,2025-11-25,Home,44185,5,220925,Card,Offline,No
1259,44,Male,Kolkata,31339,Medium,2026-01-25,Beauty,47068,2,94136,Card,Offline,Yes
1260,48,Female,Hyderabad,87315,Medium,2025-10-06,Electronics,45871,2,91742,UPI,Online,Yes
1261,30,Male,Chennai,21660,High,2025-05-14,Grocery,32171,1,32171,UPI,Offline,No
1262,60,Male,Delhi,65991,Medium,2025-10-15,Electronics,35482,1,35482,UPI,Offline,Yes
1263,36,Male,Hyderabad,66308,Medium,2025-10-14,Grocery,13048,2,26096,Card,Online,Yes
1264,58,Female,Mumbai,37716,Low,2025-08-22,Beauty,39403,4,157612,Cash,Online,No
1265,19,Female,Delhi,44846,Low,2025-12-22,Beauty,45833,5,229165,Cash,Online,Yes
1266,43,Female,Chennai,24009,Low,2025-09-18,Fashion,40832,5,204160,Cash,Online,Yes
1267,55,Male,Mumbai,91025,High,2025-10-05,Beauty,25582,4,102328,Cash,Offline,No
1268,53,Male,Chennai,95587,Low,2025-09-17,Electronics,13077,3,39231,UPI,Offline,Yes
1269,31,Male,Delhi,98959,High,2026-01-06,Fashion,15779,4,63116,Card,Offline,No
1270,55,Female,Bangalore,75797,High,2025-09-02,Fashion,37705,4,150820,UPI,Offline,Yes
1271,23,Male,Bangalore,53541,Medium,2025-12-28,Electronics,31925,3,95775,Cash,Online,Yes
1272,45,Female,Delhi,93126,Medium,2025-12-17,Fashion,43974,4,175896,UPI,Online,No
1273,33,Female,Delhi,51960,Low,2025-06-02,Grocery,33441,5,167205,UPI,Online,No
1274,25,Male,Hyderabad,31806,High,2025-12-08,Electronics,616,3,1848,Cash,Offline,No
1275,58,Male,Kolkata,66818,High,2026-04-10,Fashion,42176,4,168704,Card,Online,No
1276,24,Male,Mumbai,74419,Low,2025-11-06,Home,28388,1,28388,Card,Offline,Yes
1277,23,Male,Hyderabad,74799,Low,2026-03-31,Beauty,31117,2,62234,Cash,Offline,No
1278,29,Female,Bangalore,67430,Medium,2026-01-21,Electronics,15515,4,62060,Card,Online,Yes
